co-de;latitude;longitude
a4-13;51.6149352769962;4.22458415206022
a4-14;51.6149907572702;4.28232523155811
a4-15;51.615018283564;4.34006641439346
a4-16;51.6150178558294;4.39780763073038
a4-17;51.6149894740678;4.45554881073276
a4-18;51.6149331383302;4.51328988456474
a4-21;51.5787932107615;4.10930379588912
a4-22;51.5789045143499;4.1669995933311
a4-23;51.5789878854138;4.22469563321371
a4-24;51.5790433238064;4.28239184586577
a4-25;51.5790708294301;4.3400881616148
a4-26;51.579070402237;4.39778451078759
a4-27;51.5790420422286;4.45548082371071
a4-28;51.5789857494555;4.51317703071095
a4-31;51.5428453169499;4.10950469725266
a4-32;51.5429565363211;4.16715569848727
a4-33;51.543039844357;4.22480694159848
a4-34;51.543095240911;4.28245835707722
a4-35;51.5431227258859;4.34010987541321
a4-36;51.5431222992337;4.3977614270954
a4-37;51.5430939609559;4.4554129426125
a4-38;51.5430377111032;4.51306435245349
a4-41;51.5068967878744;4.10970528723287
a4-42;51.5070079231146;4.1673115617675
a4-43;51.5070911681871;4.22491807761641
a4-44;51.5071465229454;4.28252476543222
a4-45;51.5071739872926;4.34013155586627
a4-46;51.5071735611807;4.39773837956919
a4-47;51.5071452446112;4.45534516719136
a4-48;51.5070890376347;4.51295184938343
a4-51;51.4709476378866;4.10990556655371
a4-52;51.4710586890821;4.16746718373408
a4-53;51.4711418712556;4.22502904166817
a4-54;51.4711971842611;4.28259107116973
a4-55;51.4712246280016;4.3401532030513
a4-56;51.4712242024294;4.39771536812464
a4-57;51.4711959075458;4.45527749720131
a4-58;51.4711397434015;4.51283952109311
a5-11;51.614848848717;4.57103078239123
a5-12;51.6147366053781;4.62877143437844
a5-13;51.614596408513;4.68651177069434
a5-14;51.6144282583706;4.74425172150919
a5-15;51.6142321552495;4.80199121699609
a5-16;51.6140080994975;4.85973018733139
a5-17;51.6137560915121;4.91746856269529
a5-18;51.6134761317404;4.9752062732723
a5-21;51.5789015240181;4.57087306211592
a5-22;51.578789366066;4.62856884825446
a5-23;51.5786492757983;4.6862643194572
a5-24;51.5784812534636;4.74395940605708
a5-25;51.5782852993597;4.80165403838978
a5-26;51.578061413834;4.85934814679433
a5-27;51.5778095972832;4.9170416616135
a5-28;51.5775298501535;4.97473451319442
a5-31;51.5429535497756;4.57071558710813
a5-32;51.5428414771226;4.62836657706743
a5-33;51.5427014933428;4.68601725282417
a5-34;51.5425335986843;4.74366754487342
a5-35;51.5423377934445;4.80131738371302
a5-36;51.5421140779702;4.85896669984408
a5-37;51.5418624526574;4.9166154237715
a5-38;51.5415829179513;4.97426348600446
a5-41;51.5070049403511;4.5705583567968
a5-42;51.5068929529094;4.62816462008414
a5-43;51.5067530755082;4.68577056989988
a5-44;51.5065853083949;4.74337613690073
a5-45;51.5063896518665;4.80098125174616
a5-46;51.506166106269;4.85858584509889
a5-47;51.5059146719978;4.91618984762544
a5-48;51.5056353494974;4.97379318999656
a5-51;51.4710557100961;4.5704013706126
a5-52;51.4709438077785;4.62796297657361
a5-53;51.4708040366466;4.68552426979172
a5-54;51.4706363969478;4.74308518108477
a5-55;51.4704408889782;4.80064564127336
a5-56;51.4702175130833;4.85820558118134
a5-57;51.4699662696579;4.91576493163629
a5-58;51.4696871591455;4.9733236234701
a6-11;51.6131682206787;5.03294324925175
a6-12;51.612832358873;5.09067942082829
a6-13;51.6124685469189;5.14841471820244
a6-14;51.6120767854611;5.20614907158104
a6-15;51.6116570751941;5.26388241117777
a6-16;51.6112094168619;5.32161466721369
a6-17;51.6107338112577;5.37934576991771
a6-18;51.6102302592243;5.43707564952711
a6-21;51.5772221729405;5.03242663188895
a6-22;51.5768865661892;5.09011794805435
a6-23;51.5765230304938;5.14780839205362
a6-24;51.5761315664983;5.20549789425612
a6-25;51.5757121748956;5.26318638503803
a6-26;51.5752648564285;5.32087379478283
a6-27;51.5747896118888;5.37856005388187
a6-28;51.5742864421178;5.4362450927348
a6-31;51.5412754743468;5.03191081705695
a6-32;51.5409401223878;5.08955734744822
a6-33;51.5405768626675;5.14720300770334
a6-34;51.5401856958286;5.20484772835365
a6-35;51.5397666225631;5.26249143993729
a6-36;51.539319643612;5.32013407299971
a6-37;51.538844759766;5.37777555809417
a6-38;51.5383419718647;5.43541582578219
a6-41;51.5053281392616;5.0313958028878
a6-42;51.5049930418334;5.08899761697996
a6-43;51.504630057805;5.14659856295964
a6-44;51.5042391878179;5.20419857151966
a6-45;51.5038204325628;5.26179757335967
a6-46;51.5033737927795;5.31939549918653
a6-47;51.5028992692571;5.37699227971492
a6-48;51.5023968628339;5.43458784566776
a6-51;51.4693801820391;5.03088158751934
a6-52;51.4690453388808;5.08843875462589
a6-53;51.4686826302617;5.14599505563734
a6-54;51.4682920568221;5.20355042140754
a6-55;51.4678736192515;5.26110478279708
a6-56;51.4674273182883;5.31865807067378
a6-57;51.4669531547202;5.37621021591324
a6-58;51.466451129384;5.43376114939926
a7-11;51.6096987616542;5.49480423628803
a7-12;51.6091393194889;5.55253146045601
a7-13;51.6085519337196;5.61025725229645
a7-14;51.6079366053871;5.66798154208515
a7-15;51.6072933355812;5.72570426010881
a7-16;51.6066221254415;5.78342533666551
a7-17;51.605922976157;5.84114470206523
a7-18;51.6051958889657;5.89886228663039
a7-21;51.5737553480061;5.49392884175013
a7-22;51.5731963304939;5.55161123134569
a7-23;51.5726093905704;5.6092921919492
a7-24;51.5719945292745;5.66697165399866
a7-25;51.5713517476942;5.72464954794297
a7-26;51.5706810469669;5.78232580424237
a7-27;51.5699824282793;5.84000035336896
a7-28;51.5692558928676;5.89767312580718
a7-31;51.5378112807973;5.49305480663415
a7-32;51.5372526875021;5.55069243122969
a7-33;51.5366661929667;5.60832863015827
a7-34;51.5360517982279;5.66596333401968
a7-35;51.5354095043719;5.72359647342447
a7-36;51.5347393125341;5.78122797899455
a7-37;51.534041223899;5.83885778136361
a7-38;51.5333152397005;5.89648581117765
a7-41;51.5018665743972;5.49218212777675
a7-42;51.5013084048839;5.54977505678286
a7-43;51.5007223552797;5.60736656343683
a7-44;51.5001084266195;5.66495657849966
a7-45;51.4994666199877;5.72254503274311
a7-46;51.4987969365174;5.78013185695024
a7-47;51.4980993773912;5.83771698191582
a7-48;51.4973739438406;5.89530033844695
a7-51;51.4659212431655;5.49131080202439
a7-52;51.4653634969997;5.5488591046904
a7-53;51.4647778918708;5.60640598830881
a7-54;51.4641644288117;5.66395138380135
a7-55;51.4635231089047;5.72149522210051
a7-56;51.4628539332811;5.77903743414994
a7-57;51.4621569031213;5.83657795090507
a7-58;51.4614320196546;5.89411670333351
a8-11;51.6044408651555;5.95657802069626
a8-12;51.6036579060634;6.01429183461158
a8-13;51.602847013076;6.07200365873899
a8-14;51.6020081876289;6.12971342345552
a8-15;51.6011414312074;6.18742105915318
a8-16;51.6002467453461;6.24512649623933
a8-17;51.5993241316288;6.30282966513734
a8-18;51.5983735916887;6.36053049628694
a8-21;51.5685014420171;5.95534405205434
a8-22;51.5677190770624;6.01301306262113
a8-23;51.5669087993876;6.07068008803206
a8-24;51.5660706104258;6.12834505882605
a8-25;51.5652045116596;6.18600790555685
a8-26;51.5643105046207;6.2436685587936
a8-27;51.5633885908903;6.30132694912129
a8-28;51.5624387720984;6.35898300714128
a8-31;51.5325613612216;5.9541119990955
a8-32;51.5317795897946;6.01173627578927
a8-33;51.530969926801;6.06935857194491
a8-34;51.5301323736714;6.12697881826264
a8-35;51.5292669318856;6.18459694545754
a8-36;51.5283736029728;6.24221288425995
a8-37;51.527452388511;6.29982656541603
a8-38;51.5265032901276;6.35743791968824
a8-41;51.4966206371465;5.95288185736341
a8-42;51.4958394586386;6.0104614694983
a8-43;51.495030409696;6.06803910569846
a8-44;51.4941934917468;6.12561469682497
a8-45;51.4933287062681;6.18318817375366
a8-46;51.4924360547862;6.24075946737564
a8-47;51.4915155388764;6.2983285085977
a8-48;51.4905671601632;6.35589522834295
a8-51;51.4606792841595;5.95165362241558
a8-52;51.4598986979635;6.00918863914482
a8-53;51.459090262443;6.06672168452848
a8-54;51.4582539790236;6.12425268958798
a8-55;51.4573898491797;6.18178158535946
a8-56;51.4564978744351;6.23930830289423
a8-57;51.455578056362;6.29683277325929
a8-58;51.4546303965821;6.35435492753781
a9-11;51.5973951272084;6.41822892014484
a9-12;51.5963887399197;6.47592486718515
a9-13;51.5953544316037;6.53361826789995
a9-14;51.5942922040908;6.59130905279971
a9-15;51.5932020592606;6.64899715241388
a9-16;51.5920839990422;6.70668249729131
a9-17;51.5909380254136;6.76436501800082
a9-18;51.5897641404022;6.82204464513163
a9-21;51.5614610499247;6.4166366634718
a9-22;51.5604554260978;6.47428784874845
a9-23;51.5594219023956;6.53193649362468
a9-24;51.5583604806453;6.58958252877231
a9-25;51.5572711627232;6.64722588488204
a9-26;51.5561539505546;6.70486649266389
a9-27;51.5550088461142;6.76250428284779
a9-28;51.5538358514258;6.82013918618399
a9-31;51.525526309499;6.41504687785586
a9-32;51.524521448351;6.47265337071544
a9-33;51.523488708458;6.53025732908135
a9-34;51.5224280916441;6.58785868378624
a9-35;51.521339599782;6.64545736568153
a9-36;51.5202232347939;6.70305330563798
a9-37;51.5190789986506;6.76064643454607
a9-38;51.5179068933724;6.81823668331662
a9-41;51.4895909203199;6.41345955755116
a9-42;51.4885868210691;6.47102142717939
a9-43;51.4875548641823;6.52858076820239
a9-44;51.4864950514801;6.58613751161315
a9-45;51.485407384832;6.64369158842336
a9-46;51.4842918661564;6.70124292966395
a9-47;51.483148497421;6.75879146638552
a9-48;51.4819772806421;6.8163371296589
a9-51;51.4536548967657;6.41187469682966
a9-52;51.4526515586323;6.46939201225183
a9-53;51.4516203839502;6.52690680493901
a9-54;51.4505613745367;6.584419006044
a9-55;51.4494745322579;6.64192854673828
a9-56;51.4483598590289;6.69943535821246
a9-57;51.4472173568138;6.75693937167676
a9-58;51.4460470276252;6.81444051836154
b0-11;51.4167466803016;2.27010022792051
b0-12;51.417748409831;2.3275731585504
b0-13;51.4187223220136;2.38504853457373
b0-14;51.4196684151361;2.4425262872662
b0-15;51.4205866875337;2.50000634788643
b0-16;51.4214771375906;2.55748864767647
b0-17;51.4223397637399;2.61497311786226
b0-18;51.4231745644636;2.67245968965415
b0-21;51.3808101513985;2.2717232491841
b0-22;51.3818111224389;2.32915176293027
b0-23;51.3827842971803;2.38658271640169
b0-24;51.3837296739123;2.44401604103306
b0-25;51.3846472509731;2.50145166824205
b0-26;51.38553702675;2.55888952942985
b0-27;51.3863989996787;2.61632955598157
b0-28;51.387233168244;2.67377167926681
b0-31;51.3448730304665;2.27334376217315
b0-32;51.3458732437921;2.33072792758347
b0-33;51.3468456818449;2.38811452706835
b0-34;51.3477903429177;2.445503492221
b0-35;51.3487072253517;2.50289475461766
b0-36;51.3495963275368;2.56028824581813
b0-37;51.3504576479119;2.61768389736625
b0-38;51.3512911849643;2.67508164079038
b0-41;51.3089353318461;2.2749617726968
b0-42;51.3099347882293;2.3323016581607
b0-43;51.3109064903448;2.3896439720659
b0-44;51.3118504364882;2.44698864616363
b0-45;51.3127666250037;2.50433561218822
b0-46;51.3136550542842;2.56168480185761
b0-47;51.3145157227712;2.61903614687384
b0-48;51.3153486289548;2.67638957892354
b0-51;51.2729970698674;2.27657728654625
b0-52;51.2739957700794;2.33387296029521
b0-53;51.2749667370073;2.39117105686959
b0-54;51.2759099689497;2.44847150817813
b0-55;51.2768254642537;2.50577424611276
b0-56;51.2777132213153;2.56307920254909
b0-57;51.2785732385785;2.62038630934689
b0-58;51.2794055145363;2.67769549835054
b1-11;51.4239815382925;2.72994829424738
b1-12;51.4247606838066;2.78743886282257
b1-13;51.4255119996345;2.84493132654625
b1-14;51.4262354844539;2.90242561657127
b1-15;51.4269311369914;2.9599216640374
b1-16;51.4275989560227;3.01741940007175
b1-17;51.4282389403723;3.07491875578927
b1-18;51.4288510889137;3.13241966229328
b1-21;51.3880395309794;2.73121583064013
b1-22;51.3888180864673;2.78866194144151
b1-23;51.3895688333389;2.84610994299688
b1-24;51.3902917702742;2.90355976661857
b1-25;51.3909868960021;2.96101134360588
b1-26;51.3916542093005;3.01846460524545
b1-27;51.392293708996;3.07591948281189
b1-28;51.3929053939641;3.13337590756817
b1-31;51.3520969372301;2.73248140760385
b1-32;51.3528749032944;2.78988312930556
b1-33;51.3536250817906;2.84728673738033
b1-34;51.3543474714014;2.9046921632995
b1-35;51.3550420708577;2.96209933852135
b1-36;51.3557088789397;3.01950819449165
b1-37;51.3563478944761;3.0769186626441
b1-38;51.3569591163445;3.13433067440084
b1-41;51.3161537713739;2.73374502967839
b1-42;51.3169311486158;2.79110243079563
b1-43;51.3176807593166;2.84846171391855
b1-44;51.3184026021612;2.90582281067695
b1-45;51.319096675883;2.96318565268768
b1-46;51.3197629792642;3.02055017155506
b1-47;51.3204015111355;3.07791629887144
b1-48;51.3210122703767;3.13528396621764
b1-51;51.2802100477301;2.73500670138958
b1-52;51.2809868367498;2.79231985027914
b1-53;51.281735880234;2.84963487682045
b1-54;51.2824571768698;2.90695171280132
b1-55;51.2831507253929;2.96427028999664
b1-56;51.2838165245877;3.02159054016884
b1-57;51.2844545732871;3.07891239506839
b1-58;51.2850648703728;3.13623578643432
b2-11;51.4294354005694;3.18992205067593
b2-12;51.4299918743109;3.24742585201873
b2-13;51.4305205091587;3.30493099739302
b2-14;51.4310213041824;3.36243741786044
b2-15;51.4314942585003;3.41994504447349
b2-16;51.43193937128;3.47745380827597
b2-17;51.4323566417382;3.53496364030352
b2-18;51.4327460691402;3.59247447158407
b2-21;51.3934892631293;3.19083381076613
b2-22;51.3940453154649;3.24829312364704
b2-23;51.3945735499932;3.30575377744199
b2-24;51.3950739657853;3.36321570337249
b2-25;51.3955465619613;3.42067883265087
b2-26;51.3959913376903;3.47814309648083
b2-27;51.3964082921901;3.53560842605791
b2-28;51.3967974247278;3.59307475257001
b2-31;51.3575425434711;3.19174416117294
b2-32;51.3580981748313;3.24915905436089
b2-33;51.358626009449;3.30657528535511
b2-34;51.359126046397;3.3639927855364
b2-35;51.359598284797;3.42141148627647
b2-36;51.3600427238196;3.47883131893842
b2-37;51.360459362684;3.53625221487722
b2-38;51.3608482006584;3.59367410544022
b2-41;51.321595255916;3.19265310516344
b2-42;51.3221504667304;3.2500236472681
b2-43;51.3226779018456;3.30739552408083
b2-44;51.3231775603362;3.36476866714127
b2-45;51.3236494413254;3.42214300798001
b2-46;51.3240935439852;3.47951847811904
b2-47;51.3245098675363;3.53689500907228
b2-48;51.3248984112482;3.59427253234602
b2-51;51.2856474147749;3.19356064599463
b2-52;51.2862022054723;3.25088690546686
b2-53;51.2867292414924;3.30821449655852
b2-54;51.2872285219115;3.3655433509676
b2-55;51.2877000458543;3.42287340038307
b2-56;51.2881438124943;3.48020457648533
b2-57;51.2885598210537;3.53753681094675
b2-58;51.2889480708032;3.59487003543212
b3-11;51.4331076528008;3.64998623313835
b3-12;51.4334413920836;3.70749885598044
b3-13;51.4337472864012;3.76501227111817
b3-14;51.4340253352154;3.8225264095537
b3-15;51.4342755380369;3.88004120228396
b3-16;51.4344978944256;3.93755658030121
b3-17;51.4346924039904;3.99507247459345
b3-18;51.4348590663891;4.05258881614498
b3-21;51.397158734619;3.65054200719786
b3-22;51.3974922212286;3.7080101211155
b3-23;51.3977978839703;3.76547902549082
b3-24;51.3980757223069;3.82294865148602
b3-25;51.3983257357498;3.88041893025812
b3-26;51.3985479238598;3.93788979295943
b3-27;51.3987422862465;3.99536117073809
b3-28;51.3989088225684;4.05283299473852
b3-31;51.36120923706;3.65109692196763
b3-32;51.3615424712546;3.70852059579301
b3-33;51.361847902657;3.76594505824378
b3-34;51.362125530731;3.82337024064171
b3-35;51.3623753549888;3.88079607430337
b3-36;51.3625973749921;3.93822249054069
b3-37;51.3627915903511;3.99564942066141
b3-38;51.3629580007249;4.05307679596958
b3-41;51.3252591744393;3.65165097943949
b3-42;51.3255921564766;3.70903028184526
b3-43;51.3258973567758;3.7664103710498
b3-44;51.3261747748017;3.82379117853392
b3-45;51.3264244100677;3.8811726357733
b3-46;51.3266462621358;3.93855467423896
b3-47;51.3268403306171;3.99593722539775
b3-48;51.3270066151714;4.05332022071286
b3-51;51.2893085610624;3.65220418159912
b3-52;51.2896412911994;3.70953918109889
b3-53;51.2899462606312;3.76687496557643
b3-54;51.2902234688233;3.82421146667114
b3-55;51.29047291529;3.88154861601728
b3-56;51.2906945995942;3.93888634524447
b3-57;51.2908885213477;3.99622458597822
b3-58;51.2910546802108;4.05356326984034
b4-11;51.4349978813288;4.11010553593692
b4-12;51.4351088485655;4.16762256494759
b4-13;51.4351919679044;4.22513983415316
b4-14;51.4352472391997;4.28265727452804
b4-15;51.4352746623545;4.34017481704539
b4-16;51.4352742373213;4.39769239267768
b4-17;51.4352459641015;4.4552099323971
b4-18;51.4351898427454;4.51272736717613
b4-21;51.399047532533;4.11030519610194
b4-22;51.3991584158968;4.16777770596686
b4-23;51.3992414724653;4.22525045546957
b4-24;51.3992967020929;4.28272337574463
b4-25;51.3993241046832;4.34019639792541
b4-26;51.3993236801884;4.39766945314449
b4-27;51.3992954286099;4.45514247253426
b4-28;51.3992393499982;4.51261538722736
b4-31;51.3630966058216;4.11050454776606
b4-32;51.3632074053982;4.16793260734899
b4-33;51.3632903992604;4.22536090601433
b4-34;51.3633455872629;4.28278937505632
b4-35;51.3633729693094;4.34021794576795
b4-36;51.3633725453524;4.39764654944152
b4-37;51.3633443153932;4.45507511736908
b4-38;51.3632882794821;4.51250358084292
b4-41;51.3271451155072;4.11070359164429
b4-42;51.327255831382;4.16808726964936
b4-43;51.3273387626018;4.22547118618317
b4-44;51.3273939090217;4.28285527269912
b4-45;51.3274212705454;4.34023946064941
b4-46;51.3274208471255;4.39762368148549
b4-47;51.3273926387634;4.45500786665858
b4-48;51.3273366455092;4.51239194762018
b4-51;51.2911930758925;4.11090232844949
b4-52;51.2913037081508;4.16824169342164
b4-53;51.2913865767921;4.22558129637058
b4-54;51.2914416816716;4.28292106890838
b4-55;51.2914690226934;4.34026094264592
b4-56;51.29146859981;4.39760084919334
b4-57;51.2914404130229;4.45494072016056
b4-58;51.291384462382;4.51228048715774
b5-11;51.4351058733526;4.57024462798798
b5-12;51.4349940560717;4.62776164580715
b5-13;51.4348543911004;4.68527835160985
b5-14;51.4346868786854;4.74279467637458
b5-15;51.4344915191224;4.80031055108255
b5-16;51.4342683127563;4.85782590671823
b5-17;51.4340172599811;4.91534067426981
b5-18;51.4337383612396;4.97285478472976
b5-21;51.3991554444526;4.57008812835717
b5-22;51.3990437121214;4.62756062705832
b5-23;51.3989041532019;4.68503281446721
b5-24;51.3987367679404;4.74250462172245
b5-25;51.3985415566321;4.7999759799654
b5-26;51.3983185196214;4.85744682034064
b5-27;51.3980676573012;4.91491707399648
b5-28;51.3977889701139;4.97238667208546
b5-31;51.3632044377183;4.5699318711561
b5-32;51.3630927902499;4.62735991960293
b5-33;51.3629533372737;4.68478765747944
b5-34;51.3627860790357;4.74221501608391
b5-35;51.3625910158305;4.79964192671732
b5-36;51.3623681480018;4.85706832068388
b5-37;51.3621174759421;4.91449412929151
b5-38;51.3618390000926;4.97191928385235
b5-41;51.3272528674621;4.5697758558225
b5-42;51.3271413047696;4.62715952271903
b5-43;51.3270019576286;4.68454287976496
b5-44;51.3268348262843;4.74192585841772
b5-45;51.3266399110309;4.79930839013744
b5-46;51.3264172122114;4.85669040638747
b5-47;51.3261667302177;4.91407183863484
b5-48;51.3258884654903;4.97145261835077
b5-51;51.2913007479864;4.5696200817958
b5-52;51.2911892699835;4.6269594356869
b5-53;51.2910500285694;4.68429848044489
b5-54;51.2908830239893;4.74163714768588
b5-55;51.2906882565366;4.79897536902863
b5-56;51.290465726554;4.85631307609516
b5-57;51.2902154344323;4.9136502005111
b5-58;51.2899373806114;4.9709866739063
b6-11;51.4334316170239;5.03036816909522
b6-12;51.4330970278751;5.08788075836861
b6-13;51.4327345943832;5.14539248355806
b6-14;51.4323443171873;5.2029032756779
b6-15;51.4319261969758;5.2604130657492
b6-16;51.4314802344857;5.31792178480025
b6-17;51.4310064305034;5.37542936386703
b6-18;51.430504785864;5.43293573399374
b6-21;51.3974824585505;5.02985554576481
b6-22;51.3971481231512;5.08732362619698
b6-23;51.396785964505;5.14479084455013
b6-24;51.3963959832498;5.20225713199861
b6-25;51.3959781800727;5.25972241972347
b6-26;51.3955325557095;5.31718663891294
b6-27;51.3950591109449;5.3746497207629
b6-28;51.3945578466129;5.43211159647749
b6-31;51.3615327209438;5.02934371568319
b6-32;51.3611986390346;5.08676735610606
b6-33;51.360836754953;5.14419013644863
b6-34;51.360447069336;5.20161198804478
b6-35;51.3600295828692;5.25903284223503
b6-36;51.3595842962872;5.31645263036705
b6-37;51.3591112103734;5.3738712837962
b6-38;51.3586103259602;5.43128873388595
b6-41;51.3255824185185;5.02883267701118
b6-42;51.3252485898405;5.08621194609711
b6-43;51.3248869800433;5.14359035709532
b6-44;51.3244975897625;5.20096784149867
